"","gender","home_location","level_of_education","age_years","number_of_subjects","devices_used","economic_status","family_size","internet_facility","sport_engagement","elder_supervising","study_time","sleep_time","social_media_time","gaming_interest","separate_room_study","group_study_engagement","average_mark_score","online_mode_interaction","interested","performance_level","satisfaction_level"
"577","Female","Urban","Post Graduate","22","4","Laptop","Middle Class","4","4","Yes","Yes","3","6","2","Yes","Yes","yes","71-80","3","Practical","6","Average"
"578","Male","Rural","Under Graduate","21","7","Laptop","Middle Class","4","3","No","Yes","8","5","1","Yes","Yes","No","81-90","3","Both","6","Bad"
"579","Male","Urban","Under Graduate","21","8","Laptop","Middle Class","3","2","No","Yes","8","8","1","Yes","Yes","No","81-90","2","Both","8","Bad"
"580","Male","Urban","Under Graduate","20","7","Laptop","Middle Class","5","5","Yes","No","6","6","2","Yes","Yes","No","81-90","4","Both","7","Bad"
"581","Male","Urban","Under Graduate","20","8","Laptop","Middle Class","4","4","No","No","10","7","1","Yes","No","No","81-90","2","Both","6","Average"
"582","Female","Urban","Under Graduate","20","7","Laptop","Middle Class","4","5","Yes","No","4","6","3","No","No","yes","91-100","3","Both","8","Good"
"583","Male","Urban","Under Graduate","20","6","Laptop","Middle Class","4","4","Yes","Yes","5","7","3","Yes","Yes","No","71-80","3","Theory","5","Average"
"584","Male","Urban","Under Graduate","20","5","Laptop","Middle Class","5","3","No","Yes","9","5","1","No","Yes","yes","71-80","2","Practical","5","Bad"
"585","Female","Urban","Under Graduate","17","6","Laptop","Middle Class","4","4","No","Yes","5","8","2","Yes","Yes","No","91-100","3","Both","8","Average"
"586","Male","Rural","Post Graduate","18","7","Laptop","Middle Class","4","4","No","No","8","8","1","Yes","No","No","51-60","1","Practical","8","Average"
"587","Male","Urban","Under Graduate","20","7","Laptop","Middle Class","4","3","Yes","No","4","7","2","Yes","Yes","No","81-90","3","Practical","4","Bad"
"588","Female","Urban","Under Graduate","19","6","Mobile","Middle Class","4","2","No","Yes","8","7","2","Yes","No","yes","71-80","5","Practical","10","Good"
"589","Male","Rural","Under Graduate","19","5","Mobile","Middle Class","6","1","No","No","6","6","1","No","No","No","81-90","1","Both","2","Bad"
"590","Female","Urban","Under Graduate","18","7","Laptop","Middle Class","4","4","No","No","4","7","2","No","No","No","81-90","3","Theory","6","Average"
"591","Male","Urban","Under Graduate","21","11","Mobile","Rich","5","5","Yes","Yes","5","8","1","No","Yes","yes","71-80","5","Practical","10","Good"
"592","Female","Urban","Under Graduate","18","8","Laptop","Middle Class","4","5","No","Yes","5","8","1","Yes","Yes","yes","91-100","5","Practical","9","Good"
"593","Female","Urban","Under Graduate","20","8","Laptop","Middle Class","4","4","No","Yes","2","7","2","No","No","yes","71-80","3","Both","9","Good"
"594","Female","Urban","Under Graduate","21","7","Laptop","Middle Class","4","3","No","No","7","8","2","Yes","Yes","No","81-90","1","Both","4","Bad"
"595","Female","Rural","Under Graduate","19","7","Mobile","Middle Class","4","4","No","Yes","2","5","2","No","Yes","No","71-80","3","Both","7","Average"
"596","Male","Rural","Under Graduate","20","6","Mobile","Middle Class","4","3","Yes","No","2","8","6","Yes","No","yes","71-80","3","Practical","6","Average"
"597","Female","Urban","Under Graduate","20","6","Laptop","Middle Class","5","4","No","Yes","3","8","2","No","Yes","yes","71-80","3","Both","8","Average"
"598","Male","Rural","Under Graduate","19","7","Mobile","Middle Class","4","2","No","No","7","7","1","No","No","yes","61-70","3","Both","6","Average"
"599","Male","Rural","Under Graduate","20","7","Mobile","Poor","5","2","No","No","6","7","4","No","No","yes","71-80","3","Both","6","Good"
"600","Female","Urban","Under Graduate","20","6","Laptop","Middle Class","5","3","No","Yes","1","8","10","Yes","Yes","yes","71-80","2","Theory","6","Bad"
"601","Male","Rural","Under Graduate","20","7","Mobile","Middle Class","4","3","No","No","5","8","6","Yes","Yes","No","61-70","3","Practical","8","Good"
"602","Male","Rural","Under Graduate","19","6","Mobile","Middle Class","4","5","No","No","3","8","4","Yes","Yes","yes","81-90","5","Theory","8","Good"
"603","Female","Urban","Under Graduate","21","7","Laptop","Middle Class","3","5","Yes","No","5","8","1","Yes","Yes","No","71-80","5","Theory","10","Good"
"604","Female","Rural","Under Graduate","18","7","Mobile","Middle Class","4","2","No","Yes","6","4","1","Yes","No","yes","71-80","4","Practical","10","Good"
"605","Male","Rural","Under Graduate","19","7","Mobile","Middle Class","5","4","Yes","Yes","4","6","4","Yes","No","yes","81-90","3","Practical","9","Good"
"606","Male","Rural","School","20","8","Mobile","Middle Class","4","2","No","No","4","8","5","Yes","No","No","81-90","4","Both","10","Good"
"607","Female","Urban","Under Graduate","21","6","Laptop","Middle Class","4","3","No","Yes","7","8","3","No","Yes","yes","81-90","3","Both","7","Average"
"608","Male","Rural","Under Graduate","21","7","Mobile","Middle Class","4","3","Yes","No","9","8","2","Yes","No","yes","71-80","5","Both","9","Good"
"609","Female","Urban","Under Graduate","20","6","Laptop","Middle Class","4","4","No","No","6","8","5","Yes","Yes","yes","81-90","5","Theory","10","Average"
"610","Male","Rural","Under Graduate","19","6","Desktop","Middle Class","3","4","No","Yes","4","6","4","No","Yes","No","41-50","3","Practical","8","Good"
"611","Female","Urban","Under Graduate","20","6","Mobile","Middle Class","4","4","No","Yes","6","7","3","No","No","No","91-100","3","Practical","4","Bad"
"612","Female","Urban","Under Graduate","19","6","Mobile","Middle Class","4","5","No","Yes","5","8","6","Yes","No","yes","51-60","5","Both","10","Good"
"613","Male","Urban","Under Graduate","21","7","Laptop","Middle Class","4","2","Yes","Yes","5","8","2","Yes","Yes","yes","81-90","3","Practical","6","Average"
"614","Male","Rural","Post Graduate","40","10","Desktop","Middle Class","3","4","No","No","5","6","1","No","Yes","No","61-70","5","Both","10","Good"
"615","Male","Urban","Under Graduate","21","7","Laptop","Middle Class","4","5","No","No","5","8","2","No","Yes","No","81-90","1","Both","4","Average"
"616","Male","Rural","Under Graduate","21","6","Laptop","Middle Class","10","3","No","No","1","1","10","Yes","No","yes","31-40","2","Theory","2","Good"
"617","Female","Urban","Under Graduate","19","7","Laptop","Middle Class","4","3","No","Yes","5","4","1","Yes","No","yes","71-80","3","Practical","6","Bad"
"618","Female","Urban","School","18","6","Laptop","Poor","5","4","Yes","Yes","2","6","2","Yes","No","No","61-70","1","Both","3","Bad"
"619","Female","Urban","Under Graduate","19","5","Laptop","Middle Class","4","3","Yes","No","3","7","1","Yes","No","yes","61-70","4","Theory","6","Average"
"620","Female","Urban","Under Graduate","24","5","Mobile","Middle Class","5","4","No","No","2","6","1","No","Yes","yes","71-80","3","Practical","7","Average"
"621","Female","Urban","School","18","8","Laptop","Middle Class","6","5","No","Yes","5","8","2","No","Yes","No","71-80","3","Practical","7","Good"
"622","Female","Urban","Under Graduate","19","5","Laptop","Middle Class","3","3","No","No","5","5","2","Yes","No","yes","61-70","2","Theory","7","Good"
"623","Female","Rural","Under Graduate","18","6","Mobile","Middle Class","4","3","No","Yes","5","7","1","Yes","No","No","71-80","3","Both","8","Average"
"624","Male","Urban","Under Graduate","25","6","Laptop","Middle Class","5","3","No","Yes","3","7","3","Yes","Yes","yes","61-70","4","Practical","7","Good"
"625","Male","Urban","Under Graduate","18","6","Mobile","Middle Class","5","2","Yes","Yes","3","8","2","Yes","Yes","yes","81-90","2","Practical","7","Bad"
"626","Female","Urban","Under Graduate","19","8","Laptop","Middle Class","4","3","No","No","6","7","2","Yes","No","No","71-80","3","Practical","6","Average"
"627","Male","Urban","Under Graduate","18","12","Mobile","Middle Class","4","3","No","Yes","8","8","4","Yes","No","No","71-80","4","Practical","9","Good"
"628","Female","Urban","School","17","6","Laptop","Middle Class","3","3","Yes","Yes","4","7","1","Yes","Yes","yes","81-90","3","Theory","6","Average"
"629","Male","Urban","Under Graduate","20","4","Laptop","Middle Class","4","3","No","Yes","1","6","5","Yes","Yes","No","71-80","3","Theory","8","Good"
"630","Male","Urban","Post Graduate","17","7","Mobile","Poor","4","3","No","Yes","2","8","3","Yes","No","No","81-90","2","Both","4","Average"
"631","Female","Urban","Under Graduate","17","6","Laptop","Middle Class","4","2","No","No","7","8","2","Yes","Yes","yes","91-100","3","Theory","6","Average"
"632","Male","Rural","Under Graduate","18","6","Laptop","Middle Class","4","4","No","No","2","5","2","Yes","Yes","yes","31-40","1","Practical","3","Average"
"633","Male","Rural","Under Graduate","17","8","Laptop","Middle Class","3","3","Yes","No","4","8","1","No","Yes","No","91-100","1","Practical","6","Bad"
"634","Female","Urban","School","19","8","Mobile","Middle Class","4","3","No","No","3","9","2","No","Yes","yes","41-50","2","Both","4","Average"
"635","Female","Rural","Under Graduate","18","8","Mobile","Middle Class","4","3","No","Yes","4","6","1","No","Yes","No","91-100","3","Theory","5","Average"
"636","Female","Urban","Under Graduate","19","6","Laptop","Middle Class","3","4","Yes","Yes","4","6","2","Yes","Yes","yes","71-80","3","Practical","6","Average"
"637","Female","Urban","Post Graduate","19","8","Laptop","Middle Class","4","4","No","Yes","2","8","3","No","No","yes","61-70","4","Practical","8","Average"
"638","Female","Urban","Under Graduate","18","5","Laptop","Middle Class","4","3","No","No","4","7","1","No","Yes","No","91-100","3","Both","8","Average"
"639","Male","Urban","Under Graduate","18","13","Laptop","Middle Class","4","4","No","Yes","4","2","2","No","No","No","71-80","3","Theory","7","Average"
"640","Female","Urban","Under Graduate","18","9","Laptop","Middle Class","4","5","No","Yes","4","6","1","No","Yes","No","91-100","4","Practical","9","Average"
"641","Female","Urban","Under Graduate","17","7","Laptop","Middle Class","6","4","No","No","2","7","5","No","No","No","71-80","1","Theory","5","Average"
"642","Female","Urban","Under Graduate","17","7","Mobile","Middle Class","5","2","No","Yes","4","6","5","No","Yes","No","81-90","3","Practical","7","Average"
"643","Male","Rural","Post Graduate","18","7","Mobile","Middle Class","4","3","No","Yes","7","9","1","No","No","No","81-90","3","Practical","4","Average"
"644","Female","Rural","Post Graduate","20","5","Laptop","Middle Class","4","3","No","Yes","4","7","4","Yes","No","yes","81-90","3","Both","7","Average"
"645","Female","Rural","Post Graduate","17","8","Laptop","Middle Class","3","3","No","Yes","3","6","1","Yes","Yes","No","61-70","4","Both","6","Average"
"646","Male","Rural","Post Graduate","18","8","Laptop","Middle Class","10","2","Yes","Yes","8","7","2","Yes","No","yes","81-90","1","Practical","4","Bad"
"647","Male","Urban","School","17","8","Laptop","Middle Class","4","3","Yes","No","5","8","2","No","Yes","No","81-90","3","Practical","8","Good"
"648","Female","Urban","Under Graduate","18","7","Laptop","Middle Class","4","4","No","Yes","4","7","3","Yes","Yes","yes","81-90","3","Practical","5","Bad"
"649","Female","Rural","Under Graduate","18","5","Laptop","Middle Class","4","3","No","No","4","5","3","No","Yes","No","81-90","3","Both","8","Average"
"650","Female","Rural","Under Graduate","18","7","Laptop","Middle Class","4","4","No","No","8","8","1","No","No","No","81-90","3","Practical","8","Average"
"651","Male","Urban","Under Graduate","18","7","Laptop","Poor","3","3","No","Yes","3","7","1","Yes","Yes","yes","81-90","3","Theory","8","Average"
"652","Male","Urban","School","17","8","Mobile","Middle Class","4","4","No","No","1","9","3","Yes","Yes","No","91-100","2","Practical","6","Bad"
"653","Male","Urban","Under Graduate","18","11","Laptop","Middle Class","4","3","Yes","Yes","3","8","2","Yes","Yes","yes","81-90","3","Practical","6","Average"
"654","Female","Urban","School","17","8","Laptop","Middle Class","4","3","No","Yes","2","7","1","No","Yes","No","81-90","3","Practical","6","Average"
"655","Female","Urban","Under Graduate","17","8","Laptop","Middle Class","4","4","No","No","8","6","2","No","Yes","No","81-90","3","Theory","3","Average"
"656","Male","Urban","Under Graduate","19","6","Laptop","Middle Class","10","3","Yes","Yes","7","7","1","Yes","Yes","No","71-80","1","Practical","8","Bad"
"657","Male","Rural","Post Graduate","18","12","Mobile","Poor","5","3","No","Yes","4","6","1","No","No","No","71-80","5","Theory","10","Average"
"658","Male","Rural","Under Graduate","17","8","Laptop","Middle Class","5","4","No","Yes","6","7","2","No","Yes","No","81-90","4","Theory","6","Average"
"659","Male","Rural","Under Graduate","18","8","Laptop","Middle Class","4","3","Yes","No","4","6","2","No","Yes","No","91-100","3","Both","6","Bad"
"660","Female","Urban","Under Graduate","18","8","Laptop","Middle Class","4","4","No","Yes","4","6","2","No","Yes","No","81-90","3","Theory","7","Average"
"661","Male","Rural","School","17","7","Laptop","Middle Class","4","3","Yes","No","5","6","1","Yes","Yes","No","71-80","3","Practical","2","Bad"
"662","Female","Rural","Under Graduate","17","5","Laptop","Middle Class","5","3","No","Yes","5","6","1","Yes","Yes","No","71-80","3","Practical","6","Good"
"663","Male","Rural","Under Graduate","18","7","Laptop","Middle Class","5","3","No","No","6","8","2","Yes","Yes","No","81-90","3","Practical","6","Bad"
"664","Female","Rural","Under Graduate","20","7","Laptop","Middle Class","4","3","No","No","4","10","6","No","No","No","71-80","2","Both","4","Average"
"665","Male","Rural","Under Graduate","18","9","Laptop","Middle Class","5","5","No","Yes","8","8","1","No","Yes","No","91-100","4","Both","8","Good"
"666","Male","Urban","Under Graduate","17","7","Laptop","Middle Class","4","4","Yes","Yes","3","7","1","No","Yes","No","81-90","3","Practical","7","Good"
"667","Male","Rural","Under Graduate","17","8","Desktop","Middle Class","4","3","No","Yes","6","7","2","No","No","yes","81-90","3","Theory","5","Average"
"668","Female","Urban","Post Graduate","18","8","Laptop","Middle Class","4","3","Yes","Yes","3","5","1","Yes","Yes","yes","71-80","3","Theory","6","Average"
"669","Male","Urban","Under Graduate","18","6","Mobile","Middle Class","3","4","No","No","3","8","1","Yes","Yes","No","71-80","3","Theory","8","Good"
"670","Female","Rural","School","18","6","Laptop","Middle Class","4","4","No","Yes","4","8","1","No","No","yes","81-90","4","Practical","8","Good"
"671","Male","Urban","Under Graduate","18","11","Laptop","Middle Class","4","3","No","No","3","8","2","Yes","Yes","No","81-90","2","Practical","4","Average"
"672","Female","Rural","Under Graduate","19","8","Mobile","Middle Class","6","2","No","No","4","6","1","No","No","No","71-80","2","Practical","6","Average"
"673","Male","Urban","Under Graduate","19","6","Mobile","Middle Class","4","5","No","Yes","5","8","3","No","Yes","yes","71-80","3","Both","6","Average"
"674","Female","Urban","Under Graduate","17","6","Laptop","Middle Class","3","5","No","Yes","3","7","2","Yes","Yes","No","91-100","3","Practical","6","Average"
"675","Male","Urban","Under Graduate","18","7","Laptop","Middle Class","5","3","Yes","Yes","6","6","2","Yes","No","No","81-90","3","Practical","7","Average"
"676","Male","Rural","Post Graduate","20","9","Mobile","Middle Class","4","4","No","Yes","2","9","3","Yes","No","yes","71-80","3","Both","7","Bad"
"677","Male","Urban","Under Graduate","17","6","Mobile","Middle Class","4","3","No","Yes","2","7","1","Yes","No","No","81-90","3","Practical","6","Average"
"678","Female","Urban","Under Graduate","18","8","Laptop","Middle Class","4","4","No","No","8","6","1","No","Yes","No","81-90","3","Theory","7","Average"
"679","Female","Urban","Under Graduate","18","6","Laptop","Middle Class","4","4","No","No","3","8","2","No","Yes","No","81-90","3","Practical","8","Average"
"680","Female","Rural","School","18","6","Laptop","Middle Class","4","5","No","No","7","9","5","Yes","No","yes","91-100","3","Practical","7","Good"
"681","Male","Rural","Under Graduate","18","7","Laptop","Middle Class","4","3","Yes","Yes","2","6","2","Yes","Yes","yes","61-70","3","Theory","9","Bad"
"682","Male","Urban","Post Graduate","17","8","Laptop","Middle Class","4","3","No","Yes","3","6","2","Yes","No","yes","81-90","3","Theory","7","Average"
"683","Female","Rural","School","18","8","Laptop","Middle Class","5","3","No","Yes","4","6","1","Yes","No","No","91-100","4","Theory","7","Good"
"684","Male","Urban","Under Graduate","18","6","Laptop","Middle Class","4","2","No","Yes","6","8","1","No","Yes","No","91-100","3","Practical","6","Average"
"685","Male","Rural","Under Graduate","18","8","Laptop","Middle Class","4","4","Yes","Yes","8","8","1","No","Yes","No","91-100","3","Theory","6","Good"
"686","Female","Urban","Under Graduate","18","6","Laptop","Middle Class","4","4","No","Yes","2","8","5","No","No","No","81-90","3","Theory","7","Average"
"687","Male","Urban","School","18","5","Laptop","Middle Class","3","5","Yes","No","3","8","2","Yes","No","yes","71-80","4","Practical","8","Average"
"688","Male","Rural","School","18","8","Laptop","Middle Class","5","3","No","Yes","2","6","3","Yes","Yes","No","81-90","3","Practical","8","Good"
"689","Male","Urban","Post Graduate","17","8","Laptop","Middle Class","4","3","No","Yes","3","6","2","Yes","No","yes","81-90","3","Theory","6","Average"
"690","Male","Rural","Under Graduate","17","8","Laptop","Middle Class","4","3","No","No","8","8","4","No","Yes","No","81-90","3","Practical","7","Average"
"691","Male","Urban","School","18","7","Laptop","Middle Class","4","4","No","Yes","8","8","2","No","Yes","No","91-100","5","Practical","10","Average"
"692","Male","Rural","Under Graduate","18","11","Laptop","Middle Class","4","3","No","No","2","7","2","Yes","No","No","51-60","2","Theory","4","Average"
"693","Male","Rural","Under Graduate","19","7","Mobile","Middle Class","4","5","No","No","5","8","2","No","Yes","yes","81-90","2","Both","4","Average"
"694","Female","Urban","Under Graduate","17","8","Desktop","Middle Class","4","4","No","No","3","7","2","Yes","No","yes","81-90","1","Practical","5","Average"
"695","Male","Urban","Under Graduate","17","8","Laptop","Middle Class","4","3","Yes","Yes","2","6","1","Yes","No","yes","71-80","3","Practical","5","Average"
"696","Female","Rural","School","18","6","Laptop","Middle Class","6","3","Yes","Yes","3","7","1","No","Yes","yes","81-90","4","Practical","8","Good"
"697","Female","Urban","School","17","5","Laptop","Middle Class","4","4","Yes","Yes","3","7","2","No","Yes","No","91-100","4","Both","8","Average"
"698","Male","Rural","Under Graduate","17","8","Laptop","Middle Class","4","4","Yes","Yes","3","7","2","No","Yes","yes","61-70","3","Practical","6","Average"
"699","Female","Urban","School","18","8","Laptop","Middle Class","4","4","Yes","Yes","4","7","1","Yes","No","No","81-90","3","Practical","8","Good"
"700","Male","Urban","Under Graduate","17","12","Laptop","Middle Class","5","3","No","No","4","5","1","Yes","Yes","No","71-80","4","Practical","5","Average"
"701","Male","Urban","Post Graduate","17","7","Laptop","Middle Class","4","3","Yes","Yes","2","10","6","Yes","Yes","yes","71-80","3","Theory","7","Good"
"702","Female","Urban","Under Graduate","18","8","Laptop","Middle Class","4","4","Yes","No","3","8","2","No","Yes","No","81-90","3","Practical","8","Average"
"703","Male","Rural","Under Graduate","18","7","Laptop","Middle Class","4","2","Yes","No","3","7","1","Yes","No","No","71-80","1","Practical","2","Bad"
"704","Male","Urban","Under Graduate","20","7","Mobile","Middle Class","2","4","Yes","Yes","4","8","2","Yes","Yes","yes","81-90","3","Practical","6","Average"
"705","Female","Urban","Under Graduate","19","7","Laptop","Middle Class","4","4","No","Yes","9","5","3","No","Yes","yes","81-90","4","Theory","4","Average"
"706","Male","Urban","Under Graduate","18","11","Laptop","Middle Class","4","3","No","Yes","5","8","6","No","Yes","No","91-100","1","Both","2","Bad"
"707","Male","Urban","Post Graduate","18","7","Laptop","Middle Class","3","1","No","No","4","8","1","No","No","No","71-80","1","Theory","7","Bad"
"708","Male","Urban","Under Graduate","17","11","Laptop","Middle Class","6","4","No","Yes","2","8","1","Yes","Yes","yes","81-90","3","Practical","8","Average"
"709","Male","Urban","School","17","6","Laptop","Middle Class","4","3","No","No","3","8","1","No","Yes","yes","81-90","3","Both","6","Average"
"710","Male","Urban","Post Graduate","20","8","Mobile","Middle Class","6","3","No","Yes","5","7","2","Yes","No","No","61-70","4","Both","8","Good"
"711","Male","Urban","Under Graduate","21","7","Laptop","Middle Class","4","5","No","No","2","6","1","Yes","Yes","No","91-100","1","Practical","4","Bad"
"712","Male","Rural","Under Graduate","17","12","Laptop","Middle Class","5","2","Yes","Yes","4","7","2","Yes","Yes","No","71-80","2","Practical","4","Bad"
"713","Female","Rural","Post Graduate","18","6","Laptop","Middle Class","6","4","No","No","8","7","2","No","No","No","91-100","3","Theory","5","Average"
"714","Male","Urban","Under Graduate","17","11","Mobile","Middle Class","4","4","Yes","Yes","5","6","7","Yes","Yes","yes","51-60","3","Practical","7","Average"
"715","Male","Rural","Under Graduate","17","8","Laptop","Poor","6","5","No","Yes","4","8","2","Yes","Yes","yes","81-90","2","Practical","9","Average"
"716","Female","Rural","Post Graduate","18","12","Laptop","Middle Class","5","3","No","Yes","3","6","2","No","No","No","81-90","3","Both","6","Average"
"717","Female","Rural","Under Graduate","18","8","Mobile","Poor","4","3","No","No","3","8","1","No","No","No","91-100","1","Practical","4","Average"
"718","Male","Urban","Post Graduate","17","6","Mobile","Middle Class","4","2","Yes","No","3","6","2","Yes","Yes","yes","61-70","2","Theory","4","Average"
"719","Male","Rural","Under Graduate","17","6","Laptop","Middle Class","4","3","No","Yes","2","8","2","Yes","Yes","No","71-80","2","Practical","6","Average"
"720","Male","Rural","School","20","8","Laptop","Poor","5","2","No","No","4","8","6","No","No","yes","81-90","1","Theory","2","Bad"
"721","Male","Urban","School","17","6","Desktop","Middle Class","3","1","No","No","1","6","1","Yes","Yes","No","71-80","1","Both","2","Bad"
"722","Male","Rural","Under Graduate","19","6","Mobile","Middle Class","4","3","Yes","No","2","6","2","Yes","Yes","yes","81-90","3","Practical","5","Average"
"723","Female","Urban","Under Graduate","17","6","Mobile","Middle Class","4","4","No","Yes","8","6","1","Yes","No","No","71-80","3","Theory","4","Bad"
"724","Female","Urban","Post Graduate","17","6","Laptop","Middle Class","5","4","Yes","Yes","5","8","1","No","Yes","yes","81-90","2","Theory","7","Bad"
"725","Male","Rural","Under Graduate","19","9","Laptop","Middle Class","6","2","No","Yes","5","6","2","Yes","No","No","91-100","1","Practical","5","Good"
"726","Male","Rural","Under Graduate","21","8","Laptop","Middle Class","6","3","Yes","No","4","9","1","No","Yes","No","51-60","3","Theory","4","Average"
"727","Male","Rural","Under Graduate","17","7","Laptop","Poor","5","3","No","Yes","8","7","2","Yes","No","No","81-90","3","Practical","8","Average"
"728","Male","Rural","Post Graduate","18","8","Laptop","Middle Class","6","3","No","No","5","7","1","No","Yes","No","71-80","3","Practical","5","Average"
"729","Female","Urban","Post Graduate","19","6","Mobile","Middle Class","4","3","No","No","5","5","2","No","No","No","31-40","3","Practical","6","Average"
"730","Female","Rural","Under Graduate","20","9","Laptop","Middle Class","4","3","No","No","9","7","3","No","Yes","yes","91-100","4","Practical","9","Average"
"731","Male","Urban","School","19","8","Laptop","Middle Class","4","3","No","Yes","8","8","1","Yes","Yes","yes","61-70","4","Both","7","Good"
"732","Male","Rural","Post Graduate","17","12","Laptop","Poor","4","1","No","No","2","6","1","Yes","No","No","81-90","1","Theory","5","Bad"
"733","Female","Urban","School","17","6","Laptop","Middle Class","4","4","No","Yes","4","7","6","Yes","Yes","yes","71-80","3","Theory","8","Average"
"734","Female","Urban","Under Graduate","19","6","Mobile","Middle Class","4","2","No","No","3","6","3","Yes","No","yes","51-60","3","Both","5","Good"
"735","Male","Urban","Under Graduate","18","20","Laptop","Middle Class","4","2","Yes","Yes","9","6","1","Yes","Yes","No","71-80","1","Practical","5","Bad"
"736","Male","Urban","Under Graduate","19","6","Laptop","Middle Class","5","3","No","Yes","7","9","1","Yes","No","No","81-90","3","Both","6","Average"
"737","Female","Urban","Under Graduate","18","7","Laptop","Middle Class","6","3","No","Yes","6","7","1","Yes","No","No","61-70","3","Both","6","Average"
"738","Male","Rural","Under Graduate","19","6","Mobile","Middle Class","3","3","No","No","10","6","1","No","No","No","81-90","4","Both","6","Average"
"739","Male","Rural","Under Graduate","19","6","Laptop","Middle Class","3","2","No","No","5","5","1","No","No","No","81-90","3","Both","8","Average"
"740","Female","Rural","School","17","12","Mobile","Middle Class","4","2","No","No","4","8","1","Yes","Yes","yes","41-50","2","Practical","7","Bad"
"741","Female","Urban","Post Graduate","20","7","Laptop","Middle Class","4","3","No","No","2","8","2","No","No","yes","71-80","2","Both","3","Average"
"742","Male","Urban","Post Graduate","18","8","Desktop","Middle Class","4","3","No","Yes","4","6","1","No","Yes","No","51-60","4","Practical","6","Good"
"743","Female","Urban","Under Graduate","20","8","Laptop","Middle Class","10","4","No","No","8","7","3","Yes","No","No","71-80","3","Practical","4","Average"
"744","Male","Urban","School","17","8","Laptop","Middle Class","4","2","No","No","3","8","2","No","Yes","No","71-80","3","Theory","6","Good"
"745","Male","Urban","School","17","8","Laptop","Middle Class","4","2","No","No","3","8","2","No","Yes","No","71-80","2","Theory","6","Good"
"746","Male","Rural","Under Graduate","18","7","Laptop","Middle Class","3","3","Yes","Yes","5","8","1","Yes","Yes","No","71-80","2","Practical","5","Bad"
"747","Female","Urban","Under Graduate","19","6","Laptop","Middle Class","4","2","No","Yes","4","7","3","No","No","No","91-100","3","Practical","6","Average"
"748","Female","Urban","Under Graduate","17","7","Laptop","Middle Class","5","4","No","Yes","6","7","1","No","Yes","No","71-80","2","Theory","5","Bad"
"749","Female","Urban","Under Graduate","18","8","Laptop","Middle Class","5","4","No","Yes","3","7","1","Yes","No","No","91-100","3","Practical","7","Average"
"750","Male","Rural","School","17","8","Laptop","Middle Class","4","3","No","Yes","8","8","1","No","Yes","yes","81-90","4","Theory","8","Good"
"751","Female","Urban","Under Graduate","17","6","Laptop","Middle Class","5","3","No","Yes","2","6","1","No","Yes","No","81-90","3","Theory","6","Average"
"752","Female","Urban","Post Graduate","18","6","Mobile","Middle Class","6","4","No","No","2","7","4","No","No","No","91-100","3","Practical","5","Average"
"753","Female","Rural","Under Graduate","17","7","Laptop","Middle Class","4","4","No","Yes","6","8","2","Yes","Yes","yes","71-80","3","Theory","8","Average"
"754","Male","Urban","Under Graduate","18","6","Mobile","Middle Class","4","2","No","Yes","7","8","2","Yes","No","No","71-80","2","Theory","7","Average"
"755","Female","Urban","Under Graduate","17","6","Laptop","Middle Class","5","3","No","Yes","2","6","1","No","Yes","No","71-80","3","Theory","6","Average"
"756","Female","Urban","Under Graduate","18","6","Laptop","Middle Class","4","4","No","Yes","4","8","1","Yes","Yes","No","81-90","4","Theory","8","Average"
"757","Female","Urban","Under Graduate","20","7","Laptop","Middle Class","4","4","No","Yes","5","5","2","Yes","No","yes","71-80","3","Practical","7","Average"
"758","Female","Rural","Under Graduate","19","6","Laptop","Middle Class","4","3","No","Yes","5","7","2","No","No","No","81-90","4","Theory","8","Average"
"759","Female","Rural","Under Graduate","18","8","Laptop","Middle Class","4","4","Yes","No","3","8","1","Yes","No","No","61-70","3","Theory","6","Average"
"760","Male","Rural","Under Graduate","21","7","Laptop","Middle Class","5","3","No","No","3","8","2","No","No","No","81-90","1","Both","4","Bad"
"761","Female","Urban","Under Graduate","18","5","Mobile","Middle Class","5","2","Yes","No","1","8","1","No","No","yes","81-90","3","Theory","6","Bad"
"762","Male","Rural","Under Graduate","18","6","Mobile","Middle Class","4","2","Yes","No","1","7","5","Yes","No","No","41-50","1","Practical","4","Bad"
"763","Male","Rural","Under Graduate","18","6","Laptop","Middle Class","4","4","No","Yes","4","7","1","No","Yes","yes","81-90","4","Practical","8","Bad"
"764","Male","Rural","Under Graduate","19","8","Laptop","Middle Class","4","3","No","No","4","8","2","Yes","No","No","91-100","2","Practical","4","Average"
"765","Male","Rural","Under Graduate","19","6","Laptop","Middle Class","4","3","No","Yes","3","8","2","Yes","No","No","81-90","3","Practical","6","Average"
"766","Male","Urban","Under Graduate","18","6","Mobile","Poor","5","3","No","Yes","5","7","6","Yes","No","No","81-90","4","Practical","7","Average"
"767","Male","Urban","School","19","7","Laptop","Middle Class","4","3","No","No","4","8","5","No","No","No","61-70","3","Practical","5","Average"
"768","Female","Rural","Under Graduate","19","6","Mobile","Middle Class","5","3","No","No","3","7","1","Yes","No","No","71-80","3","Theory","5","Average"
"769","Male","Urban","Under Graduate","21","7","Laptop","Middle Class","6","4","Yes","Yes","10","8","1","Yes","Yes","yes","71-80","4","Both","8","Good"
"770","Male","Urban","Under Graduate","18","5","Laptop","Middle Class","4","4","No","Yes","3","8","4","Yes","Yes","No","41-50","1","Theory","8","Bad"
